,NAM_C1,NAM_C2,P.value
PLEKHG4,3,7,0.214356600207459
PLEKHM1,5,5,1
PNLIPRP2,2,8,0.0586701004644481
PNPLA7,6,4,0.751802152475958
POLR2B,5,5,1
PPARGC1B,4,6,0.538047381421431
PPP1R21,5,5,1
PPP1R26,3,7,0.214356600207459
PPP3CA,4,6,0.538047381421431
PRAMEF20,3,7,0.214356600207459
PRDM11,4,6,0.538047381421431
PRDM5,5,5,1
PRELP,4,6,0.538047381421431
PRODH2,4,6,0.538047381421431
PROSER1,6,4,0.751802152475958
PRR30,5,5,1
PRSS1,6,4,0.751802152475958
PTDSS1,5,5,1
PTGFR,5,5,1
PTH2R,6,4,0.751802152475958
PTK2B,4,6,0.538047381421431
PTPN5,4,6,0.538047381421431
R3HDM1,5,5,1
RAD50,5,5,1
RAD54B,6,4,0.751802152475958
RASGRP4,0,10,0.000738334559149837
RBM12B,6,4,0.751802152475958
RFTN2,2,8,0.0586701004644481
RGS18,4,6,0.538047381421431
RGS9,3,7,0.214356600207459
RHAG,6,4,0.751802152475958
RHBDF2,3,7,0.214356600207459
RHCG,5,5,1
RLIM,4,6,0.538047381421431
RNF150,4,6,0.538047381421431
RORB,5,5,1
RP11-812E19.9,3,7,0.214356600207459
RUFY2,6,4,0.751802152475958
S1PR1,7,3,0.339555823253682
SAMD3,4,6,0.538047381421431
SAMD7,5,5,1
SATL1,3,7,0.214356600207459
SAXO1,4,6,0.538047381421431
SAXO2,4,6,0.538047381421431
SBSN,5,5,1
SCFD2,3,7,0.214356600207459
SCG3,6,4,0.751802152475958
SCUBE1,6,4,0.751802152475958
SEL1L,3,7,0.214356600207459
SERPINA11,6,4,0.751802152475958
SERPINA12,2,8,0.0586701004644481
SERPINB12,4,6,0.538047381421431
SERPINE1,3,7,0.214356600207459
SETDB2,6,4,0.751802152475958
SF3A1,6,4,0.751802152475958
SH2D3C,4,6,0.538047381421431
SHOX2,5,5,1
SHROOM4,2,8,0.0586701004644481
SKIDA1,3,7,0.214356600207459
SLAMF9,5,5,1
SLC12A3,4,6,0.538047381421431
SLC12A7,2,8,0.0586701004644481
SLC12A9,4,6,0.538047381421431
SLC26A4,3,7,0.214356600207459
SLC27A3,5,5,1
SLC34A2,8,2,0.106399057383003
SLC35G3,3,7,0.214356600207459
SLC4A11,5,5,1
SLC4A2,6,4,0.751802152475958
SLC6A13,5,5,1
SLC6A14,6,4,0.751802152475958
SLCO2B1,4,6,0.538047381421431
SLFN11,6,4,0.751802152475958
SLK,4,6,0.538047381421431
SLX4,4,6,0.538047381421431
SMPD4,3,7,0.214356600207459
SMTN,8,2,0.106399057383003
SNAI2,5,5,1
SNX19,3,7,0.214356600207459
SORBS1,4,6,0.538047381421431
SPAST,5,5,1
SPATA31A7,4,6,0.538047381421431
SPERT,5,5,1
SPOCK3,5,5,1
SRBD1,4,6,0.538047381421431
SRMS,5,5,1
ST8SIA5,5,5,1
STOX1,4,6,0.538047381421431
STRN,4,6,0.538047381421431
STT3A,4,6,0.538047381421431
STXBP5,7,3,0.339555823253682
SULT1B1,5,5,1
SVOP,4,6,0.538047381421431
SYDE2,4,6,0.538047381421431
SYNJ1,3,7,0.214356600207459
SYTL5,2,8,0.0586701004644481
TAAR5,8,2,0.106399057383003
TARBP1,6,4,0.751802152475958
TAT,3,7,0.214356600207459
TBC1D19,5,5,1
TBC1D32,5,5,1
TBC1D5,5,5,1
TBX21,6,4,0.751802152475958
TDRD7,4,6,0.538047381421431
TEC,5,5,1
TEX13B,7,3,0.339555823253682
THSD4,4,6,0.538047381421431
TMC3,5,5,1
TMEFF1,3,7,0.214356600207459
TMEM132A,5,5,1
TMEM169,3,7,0.214356600207459
TNIK,3,7,0.214356600207459
TNKS2,6,4,0.751802152475958
TOP3A,5,5,1
TP63,5,5,1
TPTE2,5,5,1
TPX2,4,6,0.538047381421431
TRIM21,7,3,0.339555823253682
TRIP13,8,2,0.106399057383003
TRPM7,4,6,0.538047381421431
TSPEAR,3,7,0.214356600207459
TTC37,7,3,0.339555823253682
TTLL4,3,7,0.214356600207459
TWISTNB,2,8,0.0586701004644481
UBAP2,6,4,0.751802152475958
UBASH3A,2,8,0.0586701004644481
UBE2O,5,5,1
UGGT1,5,5,1
UHRF1BP1,5,5,1
USP32,6,4,0.751802152475958
USP33,6,4,0.751802152475958
USP48,6,4,0.751802152475958
USP53,6,4,0.751802152475958
UTP14A,5,5,1
VIT,3,7,0.214356600207459
VNN3,5,5,1
VRTN,4,6,0.538047381421431
VWA5A,7,3,0.339555823253682
WDPCP,5,5,1
WDR35,3,7,0.214356600207459
WDR62,2,8,0.0586701004644481
WNT7A,6,4,0.751802152475958
WWC1,7,3,0.339555823253682
ZC3HAV1,5,5,1
ZIK1,5,5,1
ZNF184,2,8,0.0586701004644481
ZNF217,1,9,0.00975903894726528
ZNF225,2,8,0.0586701004644481
ZNF331,6,4,0.751802152475958
ZNF347,5,5,1
ZNF354C,4,6,0.538047381421431
ZNF543,3,7,0.214356600207459
ZNF568,3,7,0.214356600207459
ZNF606,7,3,0.339555823253682
ZNF607,3,7,0.214356600207459
ZNF622,3,7,0.214356600207459
ZNF644,6,4,0.751802152475958
ZNF675,5,5,1
ZNF75D,3,7,0.214356600207459
ZNF80,6,4,0.751802152475958
ZNF813,5,5,1
ZNFX1,2,8,0.0586701004644481
ZSWIM3,5,5,1
AARS2,6,3,0.504454354942593
ABCG2,5,4,1
ABRA,4,5,0.747648213605263
ACAD11,3,6,0.331312990388426
ACAP2,4,5,0.747648213605263
ACBD5,5,4,1
ACE2,4,5,0.747648213605263
ACOT12,4,5,0.747648213605263
ACTG2,2,7,0.100603154695496
ACVR1B,4,5,0.747648213605263
ADAM10,2,7,0.100603154695496
ADCY4,3,6,0.331312990388426
ADCY7,4,5,0.747648213605263
ADD3,4,5,0.747648213605263
ADGRA1,2,7,0.100603154695496
ADGRF5,4,5,0.747648213605263
ADH1B,6,3,0.504454354942593
ADH7,5,4,1
AFF3,5,4,1
AFM,7,2,0.176346087144207
AFP,4,5,0.747648213605263
AGAP1,4,5,0.747648213605263
AGTR1,6,3,0.504454354942593
AK9,4,5,0.747648213605263
AKAP17A,3,6,0.331312990388426
AKNAD1,4,5,0.747648213605263
AKR1D1,3,6,0.331312990388426
ALDH1B1,5,4,1
AMBRA1,7,2,0.176346087144207
AMER2,3,6,0.331312990388426
AMOTL1,4,5,0.747648213605263
AMY2A,3,6,0.331312990388426
ANGEL1,3,6,0.331312990388426
ANKLE2,7,2,0.176346087144207
ANKRD34A,5,4,1
ANKRD35,4,5,0.747648213605263
AOAH,3,6,0.331312990388426
APBA1,2,7,0.100603154695496
APLP2,3,6,0.331312990388426
APP,4,5,0.747648213605263
ARAP1,4,5,0.747648213605263
ARHGAP12,3,6,0.331312990388426
ARHGEF10,2,7,0.100603154695496
ARHGEF10L,6,3,0.504454354942593
ARHGEF28,7,2,0.176346087144207
ARSH,4,5,0.747648213605263
ASB12,6,3,0.504454354942593
ASIC5,5,4,1
ATG9B,4,5,0.747648213605263
ATP11B,4,5,0.747648213605263
ATP1A3,2,7,0.100603154695496
ATRN,2,7,0.100603154695496
B3GAT2,5,4,1
B4GALNT1,5,4,1
BACH1,6,3,0.504454354942593
BAZ1B,4,5,0.747648213605263
BBOX1,3,6,0.331312990388426
BBS9,6,3,0.504454354942593
BCL6,5,4,1
BCL9,5,4,1
BCO2,4,5,0.747648213605263
BMP6,5,4,1
BPIFB2,6,3,0.504454354942593
BTBD3,2,7,0.100603154695496
BTN1A1,4,5,0.747648213605263
BUD13,6,3,0.504454354942593
C10orf2,2,7,0.100603154695496
C12orf66,4,5,0.747648213605263
C1orf116,6,3,0.504454354942593
C1orf127,5,4,1
C20orf194,4,5,0.747648213605263
C3AR1,2,7,0.100603154695496
C8orf34,5,4,1
C9orf131,3,6,0.331312990388426
CBLN4,4,5,0.747648213605263
CCDC102B,3,6,0.331312990388426
CCDC116,5,4,1
CCDC13,5,4,1
CCDC180,3,6,0.331312990388426
CCDC54,4,5,0.747648213605263
CCDC74B,4,5,0.747648213605263
CCDC88C,3,6,0.331312990388426
CD1C,4,5,0.747648213605263
CD33,4,5,0.747648213605263
CD34,6,3,0.504454354942593
CD44,2,7,0.100603154695496
CDC20B,4,5,0.747648213605263
CDC42BPG,6,3,0.504454354942593
CDH26,1,8,0.0184718421149693
CDH3,4,5,0.747648213605263
CEACAM5,3,6,0.331312990388426
CENPI,5,4,1
CEP120,5,4,1
CEP135,4,5,0.747648213605263
CEP85L,6,3,0.504454354942593
CFHR3,4,5,0.747648213605263
CFTR,4,5,0.747648213605263
CGN,1,8,0.0184718421149693
CGNL1,4,5,0.747648213605263
CHD2,2,7,0.100603154695496
CHIT1,4,5,0.747648213605263
CLCA1,4,5,0.747648213605263
CLCN3,6,3,0.504454354942593
CLIP1,1,8,0.0184718421149693
CMTM5,3,6,0.331312990388426
CNTNAP1,3,6,0.331312990388426
COL13A1,4,5,0.747648213605263
COLEC11,4,5,0.747648213605263
COLEC12,4,5,0.747648213605263
CPA2,4,5,0.747648213605263
CPD,4,5,0.747648213605263
CPE,5,4,1
CPEB1,5,4,1
CRHBP,4,5,0.747648213605263
CRYBG3,3,6,0.331312990388426
CSF3R,1,8,0.0184718421149693
CUL1,6,3,0.504454354942593
CUL3,3,6,0.331312990388426
CUL7,6,3,0.504454354942593
CXorf67,4,5,0.747648213605263
CYLD,5,4,1
CYP2C9,5,4,1
CYP4B1,2,7,0.100603154695496
DCAF8,4,5,0.747648213605263
DDX1,2,7,0.100603154695496
DDX11,6,3,0.504454354942593
DDX27,3,6,0.331312990388426
DENND1B,3,6,0.331312990388426
DENND5A,3,6,0.331312990388426
DENND5B,3,6,0.331312990388426
DGCR8,1,8,0.0184718421149693
DIS3,5,4,1
DISC1,3,6,0.331312990388426
DMGDH,3,6,0.331312990388426
DNMT3B,5,4,1
DOPEY1,3,6,0.331312990388426
DPP3,5,4,1
DPY19L3,3,6,0.331312990388426
DPY19L4,6,3,0.504454354942593
DRC7,4,5,0.747648213605263
DSPP,4,5,0.747648213605263
DUSP10,4,5,0.747648213605263
DYRK4,5,4,1
EDRF1,3,6,0.331312990388426
EEF1A2,4,5,0.747648213605263
EFS,5,4,1
EIF2AK1,4,5,0.747648213605263
EIF2AK3,6,3,0.504454354942593
ELAVL4,4,5,0.747648213605263
EMILIN3,3,6,0.331312990388426
ENGASE,2,7,0.100603154695496
EPHA2,5,4,1
EPHB4,5,4,1
EPN2,2,7,0.100603154695496
EPS8L3,4,5,0.747648213605263
EPX,8,1,0.0376423157202733
ERCC4,3,6,0.331312990388426
ERG,3,6,0.331312990388426
ESF1,6,3,0.504454354942593
F2,4,5,0.747648213605263
FAM114A2,5,4,1
FAM131B,5,4,1
FAM153B,5,4,1
FAM169A,5,4,1
FAM184A,6,3,0.504454354942593
FAM73A,2,7,0.100603154695496
FBXO43,2,7,0.100603154695496
FCGR3B,1,8,0.0184718421149693
FCHO1,3,6,0.331312990388426
FCHO2,3,6,0.331312990388426
FGF13,4,5,0.747648213605263
FGF14,4,5,0.747648213605263
FGFR2,7,2,0.176346087144207
FGFR4,2,7,0.100603154695496
FMO4,4,5,0.747648213605263
FNDC3A,4,5,0.747648213605263
FNDC3B,1,8,0.0184718421149693
FNDC7,3,6,0.331312990388426
FOXC2,4,5,0.747648213605263
FOXO4,3,6,0.331312990388426
FOXP1,5,4,1
FPR2,3,6,0.331312990388426
FRMD3,4,5,0.747648213605263
GALNT2,2,7,0.100603154695496
GALNT5,3,6,0.331312990388426
GAS2,3,6,0.331312990388426
GAS7,5,4,1
GCC1,2,7,0.100603154695496
GDAP2,8,1,0.0376423157202733
GDPD2,3,6,0.331312990388426
GFPT1,5,4,1
GGNBP2,4,5,0.747648213605263
GIMAP1,6,3,0.504454354942593
GIMAP4,3,6,0.331312990388426
GLCCI1,4,5,0.747648213605263
GLIS1,3,6,0.331312990388426
GLRA3,5,4,1
GMEB2,5,4,1
GPD2,3,6,0.331312990388426
GPLD1,2,7,0.100603154695496
GPR15,4,5,0.747648213605263
GPR26,3,6,0.331312990388426
GPR63,3,6,0.331312990388426
GPR75-ASB3,4,5,0.747648213605263
GRAP2,2,7,0.100603154695496
GRK7,4,5,0.747648213605263
GTF2IRD1,4,5,0.747648213605263
HAND2,6,3,0.504454354942593
HAO1,3,6,0.331312990388426
HAUS7,4,5,0.747648213605263
HCN3,2,7,0.100603154695496
HDLBP,5,4,1
HHIPL1,5,4,1
HIPK3,5,4,1
HJURP,4,5,0.747648213605263
HK1,3,6,0.331312990388426
HNRNPA2B1,2,7,0.100603154695496
HNRNPU,3,6,0.331312990388426
HPS5,3,6,0.331312990388426
HSF5,5,4,1
HSPA13,4,5,0.747648213605263
HSPA6,2,7,0.100603154695496
HSPH1,3,6,0.331312990388426
HYOU1,4,5,0.747648213605263
HZGJ,4,5,0.747648213605263
IFT122,3,6,0.331312990388426
IGF2BP3,7,2,0.176346087144207
IGKV1-27,8,1,0.0376423157202733
IGKV1D-16,4,5,0.747648213605263
IGKV2-24,4,5,0.747648213605263
IGKV2-30,5,4,1
IGKV2D-24,4,5,0.747648213605263
IGSF21,4,5,0.747648213605263
IKBKB,3,6,0.331312990388426
IKBKE,6,3,0.504454354942593
IKZF2,5,4,1
IL17A,6,3,0.504454354942593
IL4R,4,5,0.747648213605263
INO80,4,5,0.747648213605263
INPP5D,1,8,0.0184718421149693
INTS5,6,3,0.504454354942593
IPO9,5,4,1
IQSEC1,7,2,0.176346087144207
ITGA11,3,6,0.331312990388426
ITGA6,2,7,0.100603154695496
ITGB2,5,4,1
ITGB4,4,5,0.747648213605263
ITLN1,3,6,0.331312990388426
IVL,5,4,1
JAG2,6,3,0.504454354942593
JPH2,4,5,0.747648213605263
KANSL1L,4,5,0.747648213605263
KBTBD3,5,4,1
KCNA2,6,3,0.504454354942593
KCNG4,7,2,0.176346087144207
KCNJ1,4,5,0.747648213605263
KCNN2,5,4,1
KCNQ4,4,5,0.747648213605263
KCNV2,3,6,0.331312990388426
KDM4D,3,6,0.331312990388426
KIAA0196,4,5,0.747648213605263
KIAA0368,4,5,0.747648213605263
KIF18A,5,4,1
KIR2DL3,8,1,0.0376423157202733
KIR2DL4,5,4,1
KIR2DS4,5,4,1
KLF17,7,2,0.176346087144207
KLHL10,0,9,0.00153346408438812
KLHL18,5,4,1
KLK6,2,7,0.100603154695496
KLK8,6,3,0.504454354942593
KMO,4,5,0.747648213605263
KRT2,3,6,0.331312990388426
KRT28,4,5,0.747648213605263
KRT75,3,6,0.331312990388426
KRTAP10-9,3,6,0.331312990388426
KRTAP15-1,4,5,0.747648213605263
KRTAP27-1,4,5,0.747648213605263
KSR1,5,4,1
LARP4,4,5,0.747648213605263
LATS2,4,5,0.747648213605263
LCP1,5,4,1
LDLRAD4,5,4,1
LGI1,3,6,0.331312990388426
LGR4,2,7,0.100603154695496
LHX9,3,6,0.331312990388426
LIG1,4,5,0.747648213605263
LILRA4,4,5,0.747648213605263
LILRB3,4,5,0.747648213605263
LIPF,3,6,0.331312990388426
LIPG,2,7,0.100603154695496
LPCAT1,2,7,0.100603154695496
LRFN1,3,6,0.331312990388426
LRRC30,5,4,1
LRRC8C,6,3,0.504454354942593
LUC7L,4,5,0.747648213605263
MAGEA11,2,7,0.100603154695496
MAGI3,3,6,0.331312990388426
MAML1,3,6,0.331312990388426
MAML3,3,6,0.331312990388426
MANEA,7,2,0.176346087144207
MAP2K3,7,2,0.176346087144207
MAP3K15,5,4,1
MAP4K1,5,4,1
MAP7D2,3,6,0.331312990388426
MARCH7,2,7,0.100603154695496
MARK2,4,5,0.747648213605263
MAST2,3,6,0.331312990388426
MAT1A,4,5,0.747648213605263
MATN2,4,5,0.747648213605263
MCMDC2,5,4,1
MEI1,3,6,0.331312990388426
MEOX2,1,8,0.0184718421149693
METTL13,2,7,0.100603154695496
MEX3B,3,6,0.331312990388426
MLLT4,4,5,0.747648213605263
MOS,4,5,0.747648213605263
MOV10L1,3,6,0.331312990388426
MPP2,6,3,0.504454354942593
MS4A3,4,5,0.747648213605263
MS4A6A,4,5,0.747648213605263
MTM1,6,3,0.504454354942593
MTMR12,6,3,0.504454354942593
MTRR,3,6,0.331312990388426
MTUS1,3,6,0.331312990388426
MURC,4,5,0.747648213605263
MYH14,3,6,0.331312990388426
MYO1F,6,3,0.504454354942593
MYO1G,5,4,1
MYO5A,5,4,1
NAA16,7,2,0.176346087144207
NAT10,5,4,1
NDN,3,6,0.331312990388426
NEK11,2,7,0.100603154695496
NPHP1,3,6,0.331312990388426
NPTX2,4,5,0.747648213605263
NRD1,5,4,1
NSUN2,4,5,0.747648213605263
NT5C1A,4,5,0.747648213605263
NUAK1,4,5,0.747648213605263
NUDCD1,6,3,0.504454354942593
NUP188,3,6,0.331312990388426
OGDH,5,4,1
OPCML,2,7,0.100603154695496
OPRK1,4,5,0.747648213605263
OR10C1,4,5,0.747648213605263
OR10J5,4,5,0.747648213605263
OR10S1,2,7,0.100603154695496
OR12D2,6,3,0.504454354942593
OR13C4,5,4,1
OR1A1,1,8,0.0184718421149693
OR1A2,3,6,0.331312990388426
OR2F1,4,5,0.747648213605263
OR4C12,4,5,0.747648213605263
OR4D2,2,7,0.100603154695496
OR4X1,5,4,1
OR4X2,3,6,0.331312990388426
OR51B6,4,5,0.747648213605263
OR51F2,2,7,0.100603154695496
OR51I2,6,3,0.504454354942593
OR52E2,4,5,0.747648213605263
OR52E8,7,2,0.176346087144207
OR52I2,4,5,0.747648213605263
OR52K2,5,4,1
OR52L1,5,4,1
OR56B1,4,5,0.747648213605263
OR8B8,6,3,0.504454354942593
OR8D4,2,7,0.100603154695496
OR8G1,3,6,0.331312990388426
OR9A4,2,7,0.100603154695496
OTC,5,4,1
OTOP1,5,4,1
P2RY8,4,5,0.747648213605263
PACRG,3,6,0.331312990388426
PAH,4,5,0.747648213605263
PARP14,5,4,1
PARVG,2,7,0.100603154695496
PASK,6,3,0.504454354942593
PAX6,6,3,0.504454354942593
PBX1,4,5,0.747648213605263
PC,3,6,0.331312990388426
PCDHAC1,4,5,0.747648213605263
PCDHGB6,4,5,0.747648213605263
PCDHGC5,2,7,0.100603154695496
PCSK6,4,5,0.747648213605263
PDE2A,4,5,0.747648213605263
PDE6C,4,5,0.747648213605263
PER3,5,4,1
PFKL,4,5,0.747648213605263
PGAP1,5,4,1
PHKA2,3,6,0.331312990388426
PHKB,6,3,0.504454354942593
PI15,4,5,0.747648213605263
PIGO,3,6,0.331312990388426
PIK3C3,1,8,0.0184718421149693
PIK3R5,3,6,0.331312990388426
PKN2,6,3,0.504454354942593
PLA2G4C,4,5,0.747648213605263
PLCZ1,4,5,0.747648213605263
PLEKHM3,4,5,0.747648213605263
PLK4,2,7,0.100603154695496
PLSCR1,3,6,0.331312990388426
PLXNB1,3,6,0.331312990388426
PLXNC1,5,4,1
PML,3,6,0.331312990388426
PNLIPRP1,5,4,1
POU4F2,4,5,0.747648213605263
PPFIA4,3,6,0.331312990388426
PPP1R13L,3,6,0.331312990388426
PPP2R2B,6,3,0.504454354942593
PRDM15,6,3,0.504454354942593
PRDM4,3,6,0.331312990388426
PRICKLE1,7,2,0.176346087144207
PRICKLE2,5,4,1
PRKCA,6,3,0.504454354942593
PRKCQ,3,6,0.331312990388426
PRPF40B,5,4,1
PRPF4B,2,7,0.100603154695496
PRR23A,3,6,0.331312990388426
PRR27,3,6,0.331312990388426
PRRX1,2,7,0.100603154695496
PTBP2,5,4,1
PTPRG,5,4,1
PUS7,7,2,0.176346087144207
PYGM,3,6,0.331312990388426
R3HDML,5,4,1
RAB3IP,3,6,0.331312990388426
RAI2,3,6,0.331312990388426
RANBP3L,5,4,1
RANBP6,3,6,0.331312990388426
RASA1,8,1,0.0376423157202733
RASA2,5,4,1
RASSF2,2,7,0.100603154695496
RBM41,5,4,1
RBMXL2,3,6,0.331312990388426
RGAG4,5,4,1
RIT1,6,3,0.504454354942593
RNF10,6,3,0.504454354942593
RNF216,3,6,0.331312990388426
RNF219,1,8,0.0184718421149693
ROR1,3,6,0.331312990388426
RRP8,5,4,1
RSBN1,5,4,1
RSF1,5,4,1
RTEL1,5,4,1
SCAI,5,4,1
SDCCAG8,3,6,0.331312990388426
SEC16A,3,6,0.331312990388426
SEC23IP,5,4,1
SEC24A,3,6,0.331312990388426
SEL1L2,3,6,0.331312990388426
SEMG2,6,3,0.504454354942593
SERGEF,4,5,0.747648213605263
SERPINA10,5,4,1
SERPINB10,6,3,0.504454354942593
SGCD,4,5,0.747648213605263
SH3BP5L,8,1,0.0376423157202733
SH3D19,3,6,0.331312990388426
SH3PXD2A,6,3,0.504454354942593
SH3PXD2B,9,0,0.00367228235585322
SHOX,3,6,0.331312990388426
SIGLEC11,3,6,0.331312990388426
SIGLEC14,4,5,0.747648213605263
SLAMF8,3,6,0.331312990388426
SLC17A1,7,2,0.176346087144207
SLC18A2,2,7,0.100603154695496
SLC22A11,2,7,0.100603154695496
SLC22A9,2,7,0.100603154695496
SLC26A5,3,6,0.331312990388426
SLC2A9,7,2,0.176346087144207
SLC35F3,5,4,1
SLC4A4,3,6,0.331312990388426
SLC9B2,5,4,1
SLCO1A2,4,5,0.747648213605263
SLFN13,5,4,1
SMG6,3,6,0.331312990388426
SON,4,5,0.747648213605263
SORBS2,5,4,1
SOX30,6,3,0.504454354942593
SOX7,3,6,0.331312990388426
SPARC,6,3,0.504454354942593
SPPL2A,6,3,0.504454354942593
SPZ1,2,7,0.100603154695496
SSH2,8,1,0.0376423157202733
SSTR1,3,6,0.331312990388426
ST8SIA2,5,4,1
STAG1,4,5,0.747648213605263
STAM,5,4,1
STAP1,3,6,0.331312990388426
STIM1,3,6,0.331312990388426
STPG2,4,5,0.747648213605263
SULT6B1,2,7,0.100603154695496
SYNCRIP,6,3,0.504454354942593
SYNJ2,7,2,0.176346087144207
T,2,7,0.100603154695496
TAAR9,4,5,0.747648213605263
TAF5L,5,4,1
TBATA,3,6,0.331312990388426
TBC1D9,4,5,0.747648213605263
TCAF1,2,7,0.100603154695496
TCEAL5,3,6,0.331312990388426
TCOF1,2,7,0.100603154695496
TCTEX1D1,6,3,0.504454354942593
TDRD3,5,4,1
TDRD9,5,4,1
TEKT3,3,6,0.331312990388426
TKTL1,2,7,0.100603154695496
TLE4,5,4,1
TLR6,5,4,1
TMC2,3,6,0.331312990388426
TMC5,5,4,1
TMEM196,6,3,0.504454354942593
TMEM67,4,5,0.747648213605263
TMTC4,6,3,0.504454354942593
TNK2,4,5,0.747648213605263
TNNI3K,4,5,0.747648213605263
TNRC6C,5,4,1
TOP2A,6,3,0.504454354942593
TOP2B,1,8,0.0184718421149693
TOR1AIP2,4,5,0.747648213605263
TRBV19,4,5,0.747648213605263
TRIM11,4,5,0.747648213605263
TRIM72,6,3,0.504454354942593
TSGA10IP,3,6,0.331312990388426
TSPYL2,5,4,1
TTC27,4,5,0.747648213605263
TTC7A,6,3,0.504454354942593
TTC7B,3,6,0.331312990388426
TTF1,5,4,1
TTLL5,4,5,0.747648213605263
TUB,6,3,0.504454354942593
TYRO3,5,4,1
U2SURP,2,7,0.100603154695496
UBQLN2,4,5,0.747648213605263
UNC13D,5,4,1
USP11,6,3,0.504454354942593
VAV1,3,6,0.331312990388426
VAV2,3,6,0.331312990388426
VIL1,4,5,0.747648213605263
VSTM4,6,3,0.504454354942593
VWC2L,3,6,0.331312990388426
WDR59,4,5,0.747648213605263
WDR90,4,5,0.747648213605263
WIPF1,7,2,0.176346087144207
WNT16,2,7,0.100603154695496
WNT8A,4,5,0.747648213605263
WSCD1,5,4,1
XRCC5,5,4,1
XRCC6,2,7,0.100603154695496
YTHDC1,4,5,0.747648213605263
YTHDC2,3,6,0.331312990388426
ZBTB16,1,8,0.0184718421149693
ZBTB21,4,5,0.747648213605263
ZBTB24,7,2,0.176346087144207
ZC3H14,6,3,0.504454354942593
ZC3H6,2,7,0.100603154695496
ZFP14,6,3,0.504454354942593
ZFP82,3,6,0.331312990388426
ZMAT4,5,4,1
ZMIZ2,6,3,0.504454354942593
ZMYM1,2,7,0.100603154695496
ZNF202,3,6,0.331312990388426
ZNF256,4,5,0.747648213605263
ZNF282,4,5,0.747648213605263
ZNF300,4,5,0.747648213605263
ZNF425,5,4,1
ZNF438,4,5,0.747648213605263
ZNF473,4,5,0.747648213605263
ZNF516,6,3,0.504454354942593
ZNF518A,4,5,0.747648213605263
ZNF532,3,6,0.331312990388426
ZNF567,6,3,0.504454354942593
ZNF574,5,4,1
ZNF595,1,8,0.0184718421149693
ZNF615,5,4,1
ZNF646,3,6,0.331312990388426
ZNF649,3,6,0.331312990388426
ZNF746,6,3,0.504454354942593
ZNF770,3,6,0.331312990388426
ZNF777,4,5,0.747648213605263
ZNF816,3,6,0.331312990388426
ZNF841,5,4,1
ZP1,4,5,0.747648213605263
ZXDB,4,5,0.747648213605263
ZYG11B,2,7,0.100603154695496
A4GNT,4,4,1
AADACL2,0,8,0.0031778596131788
AAK1,5,3,0.724696863856996
ABAT,3,5,0.49711293797878
ABCB8,3,5,0.49711293797878
ABCC6,3,5,0.49711293797878
ACCS,4,4,1
ACKR3,4,4,1
ACSBG1,5,3,0.724696863856996
ACTR3B,3,5,0.49711293797878
ACVR1C,3,5,0.49711293797878
ADAM30,6,2,0.285715509743669
ADAMTSL4,3,5,0.49711293797878
ADAR,2,6,0.169090551876616
ADCK3,2,6,0.169090551876616
ADD2,3,5,0.49711293797878
AFAP1L1,6,2,0.285715509743669
AFAP1L2,3,5,0.49711293797878
AGO1,3,5,0.49711293797878
AHDC1,1,7,0.0345931922878303
AHI1,5,3,0.724696863856996
ALB,4,4,1
ALG11,5,3,0.724696863856996
ALG13,6,2,0.285715509743669
ALOX12,4,4,1
ALPI,4,4,1
ALPP,3,5,0.49711293797878
ANAPC4,4,4,1
ANKIB1,3,5,0.49711293797878
ANKRD11,5,3,0.724696863856996
ANKRD24,2,6,0.169090551876616
ANKRD33,1,7,0.0345931922878303
AP1G1,3,5,0.49711293797878
AP3B1,4,4,1
APBB2,3,5,0.49711293797878
APPBP2,2,6,0.169090551876616
AQP10,4,4,1
AR,4,4,1
ARHGAP27,4,4,1
ARHGEF35,5,3,0.724696863856996
ARNTL2,3,5,0.49711293797878
ASAP2,3,5,0.49711293797878
ATP13A2,3,5,0.49711293797878
ATP13A3,3,5,0.49711293797878
ATP2A1,2,6,0.169090551876616
ATP2A3,3,5,0.49711293797878
B4GALNT2,6,2,0.285715509743669
B4GALNT3,2,6,0.169090551876616
BAZ1A,3,5,0.49711293797878
BEND3,1,7,0.0345931922878303
BEST2,2,6,0.169090551876616
BMP3,1,7,0.0345931922878303
BMPR2,4,4,1
BRD8,2,6,0.169090551876616
BRWD1,5,3,0.724696863856996
BTN2A2,3,5,0.49711293797878
BTNL2,3,5,0.49711293797878
C15orf59,5,3,0.724696863856996
C3orf30,4,4,1
C4orf17,6,2,0.285715509743669
C7orf33,2,6,0.169090551876616
C7orf62,4,4,1
C8orf74,4,4,1
CA3,4,4,1
CA9,2,6,0.169090551876616
CABIN1,3,5,0.49711293797878
CACNG5,3,5,0.49711293797878
CALCA,1,7,0.0345931922878303
CALHM1,5,3,0.724696863856996
CASP1,3,5,0.49711293797878
CASZ1,2,6,0.169090551876616
CATSPERD,5,3,0.724696863856996
CATSPERG,6,2,0.285715509743669
CBFA2T3,4,4,1
CBL,4,4,1
CC2D1A,3,5,0.49711293797878
CCAR1,5,3,0.724696863856996
CCDC15,6,2,0.285715509743669
CCDC70,5,3,0.724696863856996
CCDC74A,5,3,0.724696863856996
CCDC81,2,6,0.169090551876616
CCDC89,5,3,0.724696863856996
CCDC93,4,4,1
CCR6,4,4,1
CD4,6,2,0.285715509743669
